observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
90508,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95743,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90508,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95744,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90508,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95745,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90508,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95746,152,Water temperature,52,ºC,,,35,raw_value,"","","","",""
90498,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95692,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,2.88,raw_value,"","","","",Oxygen production in the light in stirring chambers
90498,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95693,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90498,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95694,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90498,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95695,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90498,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95696,152,Water temperature,52,ºC,,,31,raw_value,"","","","",""
90458,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95498,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90458,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95499,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90458,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95500,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90458,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95501,152,Water temperature,52,ºC,,,31,raw_value,"","","","",""
90458,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95497,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.76,raw_value,"","","","",Oxygen consumption in chambers in the dark
90459,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95503,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90459,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95504,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90459,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95505,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90459,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95506,152,Water temperature,52,ºC,,,32,raw_value,"","","","",""
90459,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95502,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,1.47,raw_value,"","","","",Oxygen consumption in chambers in the dark
90455,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95487,143,Water depth,9,m,,,14,raw_value,"","","","",""
90455,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95488,154,Flow rate,54,ml min^-1,,,mean(max) 2.3 (4.1) 3.6 (8.1) 7.0 (16.7) cm s-1,raw_value,"","","","",""
90455,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95486,133,Dark respiration,46,µmol O2 cm^-2 h^-1,26,Oxygen consumption in the dark in small flume,0.56,raw_value,"","","","","Oxygen consumption in the dark in small \flume\"""
90456,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95490,143,Water depth,9,m,,,14,raw_value,"","","","",""
90456,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95491,154,Flow rate,54,ml min^-1,,,mean(max) 2.3 (4.1) 3.6 (8.1) 7.0 (16.7) cm s-1,raw_value,"","","","",""
90456,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95489,133,Dark respiration,46,µmol O2 cm^-2 h^-1,26,Oxygen consumption in the dark in small flume,0.88,raw_value,"","","","","Oxygen consumption in the dark in small \flume\"""
90463,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95523,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90463,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95524,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90463,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95525,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90463,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95526,152,Water temperature,52,ºC,,,29.5,raw_value,"","","","",""
90463,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95522,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.44,raw_value,"","","","",Oxygen consumption in chambers in the dark
90451,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,47,Jamaica,18.13265,-77.29588889,574,683,95474,133,Dark respiration,46,µmol O2 cm^-2 h^-1,24,Oxygen consumption in dark stirring chamber normalized to surface area by foil,0.81,raw_value,"","","","",Oxygen consumption in dark stirring chamber normalized to surface area by foil
90451,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,47,Jamaica,18.13265,-77.29588889,574,683,95475,143,Water depth,9,m,,,3 to 40,raw_value,"","","","",""
90451,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,47,Jamaica,18.13265,-77.29588889,574,683,95476,152,Water temperature,52,ºC,,,28,raw_value,"","","","",""
90464,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95527,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,1.58,raw_value,"","","","",Oxygen consumption in chambers in the dark
90464,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95528,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90464,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95529,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90464,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95530,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90464,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95531,152,Water temperature,52,ºC,,,31,raw_value,"","","","",""
90466,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95537,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,2.74,raw_value,"","","","",Oxygen consumption in chambers in the dark
90466,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95538,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90466,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95539,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90466,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95540,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90466,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95541,152,Water temperature,52,ºC,,,33,raw_value,"","","","",""
90496,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95684,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,26,Oxygen consumption in the dark in small flume,2.13,raw_value,"","","","","Oxygen production in the light in small \flume\"""
90496,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95685,143,Water depth,9,m,,,14,raw_value,"","","","",""
90496,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95686,154,Flow rate,54,ml min^-1,,,mean(max) 2.3 (4.1) 3.6 (8.1) 7.0 (16.7) cm s-1,raw_value,"","","","",""
90499,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95697,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,3.3,raw_value,"","","","",Oxygen production in the light in stirring chambers
90499,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95698,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90499,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95699,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90499,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95700,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90499,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95701,152,Water temperature,52,ºC,,,32,raw_value,"","","","",""
90501,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95707,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,2.32,raw_value,"","","","",Oxygen production in the light in stirring chambers
90501,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95708,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90501,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95709,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90501,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95710,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90501,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95711,152,Water temperature,52,ºC,,,34,raw_value,"","","","",""
90503,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95717,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,2.03,raw_value,"","","","",Oxygen production in the light in stirring chambers
90503,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95718,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90503,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95719,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90503,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95720,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90503,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95721,152,Water temperature,52,ºC,,,29.5,raw_value,"","","","",""
90497,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95687,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,1.49,raw_value,"","","","",Oxygen production in the light in stirring chambers
90497,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95688,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90497,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95689,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90497,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95690,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90497,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95691,152,Water temperature,52,ºC,,,29.5,raw_value,"","","","",""
90500,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95702,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,3.88,raw_value,"","","","",Oxygen production in the light in stirring chambers
90500,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95703,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90500,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95704,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90500,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95705,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90500,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95706,152,Water temperature,52,ºC,,,33,raw_value,"","","","",""
90495,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95681,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,26,Oxygen consumption in the dark in small flume,1.03,raw_value,"","","","","Oxygen production in the light in small \flume\"""
90495,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95682,143,Water depth,9,m,,,14,raw_value,"","","","",""
90495,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,70,St. Croix,17.785806,-64.755668,492,683,95683,154,Flow rate,54,ml min^-1,,,mean(max) 2.3 (4.1) 3.6 (8.1) 7.0 (16.7) cm s-1,raw_value,"","","","",""
90465,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95533,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90465,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95534,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90465,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95535,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90465,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95536,152,Water temperature,52,ºC,,,32,raw_value,"","","","",""
90465,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95532,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,2.29,raw_value,"","","","",Oxygen consumption in chambers in the dark
90468,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95548,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90468,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95549,142,Habitat type,10,cat,,,fore,raw_value,"","","","",""
90468,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95550,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90468,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95551,152,Water temperature,52,ºC,,,35,raw_value,"","","","",""
90468,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95547,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.22,raw_value,"","","","",Oxygen consumption in chambers in the dark
90457,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95493,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90457,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95494,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90457,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95495,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90457,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95496,152,Water temperature,52,ºC,,,29.5,raw_value,"","","","",""
90457,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95492,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.25,raw_value,"","","","",Oxygen consumption in chambers in the dark
90460,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95508,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90460,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95509,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90460,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95510,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90460,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95511,152,Water temperature,52,ºC,,,33,raw_value,"","","","",""
90460,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95507,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,1.66,raw_value,"","","","",Oxygen consumption in chambers in the dark
90461,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95513,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90461,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95514,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90461,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95515,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90461,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95516,152,Water temperature,52,ºC,,,34,raw_value,"","","","",""
90461,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95512,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,1.25,raw_value,"","","","",Oxygen consumption in chambers in the dark
90462,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95518,143,Water depth,9,m,,,4 to 5,raw_value,"","","","",""
90462,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95519,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",""
90462,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95520,151,Season,10,cat,,,Jun-02,raw_value,"","","","",""
90462,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95521,152,Water temperature,52,ºC,,,35,raw_value,"","","","",""
90462,1,15,973,Orbicella annularis,Robust,Merulinidae,Faviidae,356,Southern Belize,16.412375,-88.231201,579,683,95517,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.16,raw_value,"","","","",Oxygen consumption in chambers in the dark
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95561,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.06,raw_value,"","","","",Oxygen consumption in chambers in the dark
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95562,143,Water depth,9,m,,,3,raw_value,"","","","",""
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95563,142,Habitat type,10,cat,,,patch,raw_value,"","","","",""
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95564,151,Season,10,cat,,,August 1994,raw_value,"","","","",""
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95565,152,Water temperature,52,ºC,,,29 to 30,raw_value,"","","","",""
90472,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95566,153,Irradiance,53,µmol quanta m^-2 s^-1,,,1243,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95568,143,Water depth,9,m,,,10,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95569,142,Habitat type,10,cat,,,patch,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95570,151,Season,10,cat,,,August 1994,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95571,152,Water temperature,52,ºC,,,29 to 30,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95572,153,Irradiance,53,µmol quanta m^-2 s^-1,,,518,raw_value,"","","","",""
90473,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95567,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.02,raw_value,"","","","",Oxygen consumption in chambers in the dark
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95580,143,Water depth,9,m,,,23,raw_value,"","","","",""
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95581,142,Habitat type,10,cat,,,patch,raw_value,"","","","",""
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95582,151,Season,10,cat,,,August 1994,raw_value,"","","","",""
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95583,152,Water temperature,52,ºC,,,29 to 30,raw_value,"","","","",""
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95584,153,Irradiance,53,µmol quanta m^-2 s^-1,,,394,raw_value,"","","","",""
90475,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95579,133,Dark respiration,46,µmol O2 cm^-2 h^-1,25,Oxygen consumption in chambers in the dark,0.08,raw_value,"","","","",Oxygen consumption in chambers in the dark
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95747,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,3.1,raw_value,"","","","",Oxygen production in the light in stirring chambers
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95748,143,Water depth,9,m,,,3,raw_value,"","","","",""
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95749,142,Habitat type,10,cat,,,patch,raw_value,"","","","",""
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95750,151,Season,10,cat,,,August 1994,raw_value,"","","","",""
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95751,152,Water temperature,52,ºC,,,29 to 30,raw_value,"","","","",""
90509,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95752,153,Irradiance,53,µmol quanta m^-2 s^-1,,,1243,raw_value,"","","","",""
90512,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95765,134,Gross photosynthesis,46,µmol O2 cm^-2 h^-1,27,Oxygen production in the light in stirring chambers,1.88,raw_value,"","","","",Oxygen production in the light in stirring chambers
90512,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95766,143,Water depth,9,m,,,23,raw_value,"","","","",""
90512,1,15,978,Orbicella faveolata,Robust,Merulinidae,Faviidae,357,"Conch Reef, Florida",24.95797,-80.46052,580,683,95767,142,Habitat type,10,cat,,,patch,raw_value,"","","","",""
